;Bevorzugter Name;Ländercode;Beruf oder Beschäftigung;GND-Nummer;Geburtsdatum;Geschlecht;Austrian;German;Swiss;Land
2408;Barbera, Sandro;Italien;"Philosoph; Germanist; Hochschullehrer";121198812;1946;Männlich;0.0;0.0;0.0;
2409;Heymann, Fritz;"Niederlande;Deutschland";"Journalist; Schriftsteller";116792264;1897;Männlich;0.0;1.0;0.0;D
2410;Ramler, Karl Wilhelm;Deutschland;"Schriftsteller; Übersetzer; Philosoph; Arzt; Jurist; Lehrer; Librettist; Komponist";119059614;1725-02-25;Männlich;0.0;1.0;0.0;D
2411;Pohland, Hansjürgen;Deutschland;"Filmregisseur; Drehbuchautor; Filmproduzent; Regisseur";102064818X;1934-12-04;Männlich;0.0;1.0;0.0;D
2412;Wulffen, Erich;Deutschland;"Jurist; Ministerialdirektor; Politiker; Schriftsteller; Drehbuchautor; Kriminologe";117389102;1862-10-03;Männlich;0.0;1.0;0.0;D
2413;Hammett, Dashiell;USA;Schriftsteller;118545477;1894-05-27;Männlich;0.0;0.0;0.0;
2414;Marriot, Emil;Österreich;"Schriftsteller; Journalist";118578103;1855-11-20;Weiblich;1.0;0.0;0.0;Ö
2415;Recheis, Käthe;Österreich;"Kinderbuchautor; Jugendbuchautor; Übersetzer; Schriftsteller";119330490;1928-03-11;Weiblich;1.0;0.0;0.0;Ö
2416;Hoffer, Klaus;Österreich;"Schriftsteller; Übersetzer";118931229;1942;Männlich;1.0;0.0;0.0;Ö
2417;Coetzee, J. M.;"Australien;USA;Südafrika";"Schriftsteller; Literaturwissenschaftler; Nobelpreisträger; Hochschullehrer";118895117;1940-02-09;Männlich;0.0;0.0;0.0;
2418;Fuller, Richard Buckminster;USA;"Architekt; Designer";118694251;1895-07-12;Männlich;0.0;0.0;0.0;
2419;Kostinskij, Aleksandr M.;Russland;"Schriftsteller; Zeichner";120184540;1946;Unbekannt;0.0;0.0;0.0;
2420;Önder, Yade Yasemin;Deutschland;Autor;1113209356;1985;Weiblich;0.0;1.0;0.0;D
2421;Feuchert, Sascha;Deutschland;"Germanist; Hochschullehrer; Drehbuchautor";120082314;1971;Männlich;0.0;1.0;0.0;D
2422;Ashcroft, Bill;Australien;"Philologe; Anglist";131572407;1946;Männlich;0.0;0.0;0.0;
2423;Schellewald, Barbara Maria;Deutschland;Kunsthistoriker;111351200;1952-08-12;Weiblich;0.0;1.0;0.0;D
2424;Klintworth, Swantje Marie;Deutschland;Jurist;1055973338;;Weiblich;0.0;1.0;0.0;D
2425;Castelvetro, Lodovico;Italien;Schriftsteller;118702300;1505;Männlich;0.0;0.0;0.0;
2426;Denk, Rudolf;Deutschland;"Germanist; Hochschullehrer";129747696;1944;Männlich;0.0;1.0;0.0;D
2427;Achternbusch, Herbert;Deutschland;"Schriftsteller; Schriftsteller; Filmproduzent; Regisseur; Schauspieler; Schriftsteller; Filmregisseur; Maler; Drehbuchautor; Schauspieler; Regisseur; Filmproduzent; Regisseur; Drehbuchautor; Schauspieler";118500422;1938-11-23;Männlich;0.0;1.0;0.0;D
2428;Goebbels, Joseph;Deutschland;"Politiker; Journalist";118540041;1897-10-29;Männlich;0.0;1.0;0.0;D
2429;Lerbs, Karl;Deutschland;"Schriftsteller; Übersetzer; Drehbuchautor; Redakteur; Schriftsteller";116946245;1893-04-22;Männlich;0.0;1.0;0.0;D
2430;Freud, Anna;"Österreich;Großbritannien";"Psychoanalytiker; Schriftsteller";118535307;1895-12-03;Weiblich;1.0;0.0;0.0;Ö
2431;Beauvoir, Simone de;Frankreich;"Schriftsteller; Philosoph; Feminist; Journalist";118507877;1908-01-09;Weiblich;0.0;0.0;0.0;
2432;Schmatz, Ferdinand;Österreich;"Schriftsteller; Lyriker; Essayist; Literaturwissenschaftler; Germanist; Publizist";11932587X;1953-02-03;Männlich;1.0;0.0;0.0;Ö
2433;Greimas, Algirdas Julien;"Litauen;Frankreich";"Linguist; Hochschullehrer";118787470;1917-03-09;Unbekannt;0.0;0.0;0.0;
2434;Rassmus, Jens;Deutschland;"Illustrator; Bilderbuchautor";115267336;1967;Männlich;0.0;1.0;0.0;D
2435;Hamsun, Knut;"Frankreich;USA;Norwegen";"Schriftsteller; Dramatiker; Nobelpreisträger; Schriftsteller";118545515;1859-08-04;Männlich;0.0;0.0;0.0;
2436;Bierbaum, Otto Julius;"Deutschland;Polen";"Schriftsteller; Lyriker; Redakteur; Journalist; Liederdichter; Librettist; Kunsthistoriker; Theaterdirektor";118510762;1865-06-28;Männlich;0.0;1.0;0.0;D
2437;Auster, Paul;USA;"Schriftsteller; Herausgeber; Lyriker; Dramatiker; Musiker; Librettist; Filmregisseur; Drehbuchautor; Kritiker; Übersetzer";11910251X;1947-02-03;Männlich;0.0;0.0;0.0;
2438;Böhmermann, Jan;Deutschland;"Komiker; Moderator; Journalist; Autor; Filmproduzent";1031936548;1981;Männlich;0.0;1.0;0.0;D
2439;Lazar, Maria;"Österreich;Dänemark;Schweden";"Journalist; Schriftsteller";119339056;1885-11-22;Weiblich;1.0;0.0;0.0;Ö
2440;Turrini, Peter;"Österreich;Deutschland";"Schriftsteller; Drehbuchautor; Schauspieler; Librettist; Schriftsteller";118838776;1944-09-26;Männlich;1.0;1.0;0.0;D,Ö
2441;Spira, Mela;"Deutschland;Österreich;Großbritannien";"Schriftsteller; Schauspieler; Lehrer; Maler; Schriftsteller; Schauspieler";116997710;1893-10-10;Weiblich;1.0;1.0;0.0;D,Ö
2442;Adler, Alfred;"USA;Österreich";"Pädagoge; Romanist";121384667;1907-07-12;Männlich;1.0;0.0;0.0;Ö
2443;Bloom, Harold;USA;"Literaturwissenschaftler; Literaturwissenschaftler; Literaturkritiker; Hochschullehrer";119176602;1930-07-11;Männlich;0.0;0.0;0.0;
2444;Richter, Jean Paul Friedrich;Deutschland;"Schriftsteller; Lyriker; Librettist; Schriftsteller";1205166688;1763-03-21;Männlich;0.0;1.0;0.0;D
2445;Wil;Kolumbien;"Schriftsteller; Comiczeichner";1163421057;;Unbekannt;0.0;0.0;0.0;
2446;Kolenda, Maria;Deutschland;"Schriftsteller; Übersetzer";122539869;1956;Weiblich;0.0;1.0;0.0;D
2447;Hinderer, Walter;Deutschland;Germanist;116896531;1934;Männlich;0.0;1.0;0.0;D
2448;Meysenbug, Malwida von;Deutschland;"Schriftsteller; Feminist; Erzieher; Korrespondent; Übersetzer; Schriftsteller";118582054;1816-10-28;Weiblich;0.0;1.0;0.0;D
2449;Kommerell, Max;Deutschland;"Schriftsteller; Literarhistoriker; Übersetzer; Literaturwissenschaftler; Schriftsteller; Literaturwissenschaftler";11856501X;1902-02-25;Männlich;0.0;1.0;0.0;D
2450;Löhle, Philipp;Deutschland;"Dramatiker; Theaterregisseur; Drehbuchautor; Regisseur; Kinderbuchautor";138089981;1978-08-27;Männlich;0.0;1.0;0.0;D
2451;Warren, Austin;Spanien;Schriftsteller;1286857236;1880;Männlich;0.0;0.0;0.0;
2452;Stadler, Arnold;Deutschland;"Schriftsteller; Germanist; Katholischer Theologe";119390388;1954-04-09;Männlich;0.0;1.0;0.0;D
2453;Dylan, Bob;USA;"Musiker; Künstler; Maler; Schauspieler; Regisseur; Nobelpreisträger; Sänger; Komponist; Autor; Gitarrist; Pianist; Songwriter; Musikproduzent";118528408;1941-05-24;Männlich;0.0;0.0;0.0;
2454;Lotman, Jurij Michajlovič;"Russland;Estland;Sowjetunion";"Literaturwissenschaftler; Literaturkritiker; Historiker; Kulturwissenschaftler";119388200;1922;Männlich;0.0;0.0;0.0;
2455;Manzoni, Alessandro;Italien;"Schriftsteller; Schriftsteller";118577409;1785-03-07;Männlich;0.0;0.0;0.0;
2456;Krummacher, Hans-Henrik;Deutschland;Literarhistoriker;119482630;1931;Unbekannt;0.0;1.0;0.0;D
2458;Marcuse, Ludwig;"USA;Deutschland;Frankreich";"Philosoph; Literaturkritiker; Übersetzer; Übersetzer; Journalist; Philosoph; Kritiker";118577646;1894-02-08;Männlich;0.0;1.0;0.0;D
2459;Nußbaumeder, Christoph;Deutschland;"Dramatiker; Autor";142049891;1978;Männlich;0.0;1.0;0.0;D
2461;Kerouac, Jack;USA;Schriftsteller;118561561;1922-03-13;Männlich;0.0;0.0;0.0;
2462;Proudhon, Pierre-Joseph;"Belgien;Frankreich";"Volkswirt; Revolutionär; Philosoph; Anarchist";118596780;1809-01-15;Männlich;0.0;0.0;0.0;
2464;Bachmaier, Helmut;"Europa;Deutschland";"Philologe; Literaturwissenschaftler; Gerontologe";136204279;1946;Männlich;0.0;1.0;1.0;D,S
2465;Moritz, Karl Philipp;Deutschland;"Schriftsteller; Schauspieler; Schriftsteller";118584162;1756-09-15;Männlich;0.0;1.0;0.0;D
2466;Rinke, Moritz;Deutschland;"Journalist; Dramatiker; Schriftsteller; Drehbuchautor";120372967;1967-08-16;Männlich;0.0;1.0;0.0;D
2467;Jaquet, Chantal;Frankreich;"Philosoph; Hochschullehrer";188398708;1956;Weiblich;0.0;0.0;0.0;
2468;Cerquiglini, Bernard;Frankreich;Linguist;132544091;1947;Männlich;0.0;0.0;0.0;
2469;Potter, Harry;Großbritannien;"Jurist; Historiker";118728484X;1954;Männlich;0.0;0.0;0.0;
2470;Kaur, Rupi;"Kanada;Indien";"Schriftsteller; Lyriker; Zeichner";1117052974;1992;Weiblich;0.0;0.0;0.0;
2471;Waterhouse, Peter;"Österreich;Deutschland";"Schriftsteller; Übersetzer; Literaturwissenschaftler; Hochschullehrer";11891121X;1956;Männlich;1.0;1.0;0.0;D,Ö
2472;Fiedler, Leslie A.;USA;Anglist;115646736;1917;Unbekannt;0.0;0.0;0.0;
2473;Braungart, Wolfgang;Deutschland;"Literaturwissenschaftler; Germanist";115836837;1956-08-28;Männlich;0.0;1.0;0.0;D
2474;Uslar, Moritz von;Deutschland;"Journalist; Reporter; Schriftsteller; Drehbuchautor";121449173;1970-07-25;Männlich;0.0;1.0;0.0;D
2475;Jonas, Hans;"USA;Deutschland";"Philosoph; Historiker; Hochschullehrer; Religionswissenschaftler";118558226;1903-05-10;Männlich;0.0;1.0;0.0;D
2476;Holtz, Sabine;Deutschland;"Historiker; Hochschullehrer";123950465;1959;Weiblich;0.0;1.0;0.0;D
2478;Feinberg, Anat;"Israel;Deutschland";"Literaturwissenschaftler; Hochschullehrer";120132885;1951;Weiblich;0.0;1.0;0.0;D
2479;Mankell, Henning;"Moçambique;Schweden";"Schriftsteller; Theaterregisseur";120863855;1948-02-03;Männlich;0.0;0.0;0.0;
2480;Norwid, Cyprian;Polen;"Schriftsteller; Schriftsteller; Schriftsteller";118588753;1821-09-24;Männlich;0.0;0.0;0.0;
2481;Kraft, Andreas;;Literaturwissenschaftler;133180034;;Männlich;;;;
2482;Różewicz, Tadeusz;Polen;"Schriftsteller; Schriftsteller";118791451;1921-10-09;Männlich;0.0;0.0;0.0;
2483;Panizza, Oskar;Deutschland;"Schriftsteller; Redakteur; Psychiater; Arzt; Schriftsteller";118739131;1853-11-12;Männlich;0.0;1.0;0.0;D
2484;Bode, Christoph;USA;"Philologe; Anglist; Amerikanist; Hochschullehrer";122232488;1952;Männlich;0.0;0.0;0.0;
2485;Baumgarten, Alexander Gottlieb;Deutschland;"Philosoph; Hochschullehrer";118507605;1714-07-17;Männlich;0.0;1.0;0.0;D
2486;Knöbl, Wolfgang;"Österreich;Deutschland";Soziologe;118112295;1963;Männlich;1.0;1.0;0.0;D,Ö
2487;Davis, Lydia;USA;"Schriftsteller; Übersetzer";133546713;1947-07-15;Weiblich;0.0;0.0;0.0;
2488;Asher, Jay;USA;"Schriftsteller; Jugendbuchautor; Kinderbuchautor";137350880;1975-09-30;Männlich;0.0;0.0;0.0;
2489;Garcia Marquez, Eligio;Kolumbien;"Journalist; Schriftsteller";172092086;1947;Männlich;0.0;0.0;0.0;
2490;Lamping, Dieter;Deutschland;Literaturwissenschaftler;120380722;1954;Männlich;0.0;1.0;0.0;D
2491;Maack, Benjamin;Deutschland;"Redakteur; Schriftsteller";129208477;1978;Männlich;0.0;1.0;0.0;D
2492;Görner, Rüdiger;"Großbritannien;Deutschland";"Schriftsteller; Literaturwissenschaftler; Germanist; Kritiker; Hochschullehrer; Übersetzer";121509028;1957-06-04;Männlich;0.0;1.0;0.0;D
2493;Hamann, Johann Georg;"Russland;Deutschland";"Philosoph; Schriftsteller; Lutherischer Theologe; Kaufmann; Übersetzer; Selbstverleger";11854523X;1730-08-27;Männlich;0.0;1.0;0.0;D
2494;Eliot, T. S.;"USA;Großbritannien";"Schriftsteller; Lyriker; Nobelpreisträger; Schriftsteller";118529854;1888-09-26;Männlich;0.0;0.0;0.0;
2495;Günther, Ingke;Deutschland;"Kunsterzieher; Künstler";1066211736;1968;Weiblich;0.0;1.0;0.0;D
2496;Schmidt-Linsenhoff, Viktoria;Deutschland;"Kunsthistoriker; Regisseur";109430867;1944;Weiblich;0.0;1.0;0.0;D
2497;Goldmann, Lucien;Frankreich;Philosoph;118540483;1913-07-20;Männlich;0.0;0.0;0.0;
2498;Sips, Maaike;Niederlande;"Journalist; Schriftsteller";107875361X;1971;Weiblich;0.0;0.0;0.0;
2499;Christ, Lena;Deutschland;Schriftsteller;118520555;1881-10-30;Weiblich;0.0;1.0;0.0;D
2500;Meyer, Conrad Ferdinand;"Deutschland;Europa";"Schriftsteller; Lyriker; Übersetzer; Zeichner; Lyriker";118581775;1825-10-11;Männlich;0.0;1.0;1.0;D,S
2501;Wilczek, Reinhard;Deutschland;"Germanist; Lehrer";104816733X;1960;Männlich;0.0;1.0;0.0;D
2502;Selpin, Herbert;Deutschland;"Regisseur; Filmeditor; Regisseur; Schriftsteller";139052593;1902-05-29;Männlich;0.0;1.0;0.0;D
2503;Müller, Lukas;Deutschland;Romanist;1285193873;1991;Männlich;0.0;1.0;0.0;D
2504;Campbell, Joseph;Irland;Schriftsteller;119059703;1879;Männlich;0.0;0.0;0.0;
2505;Silberer, Herbert;Österreich;"Journalist; Psychoanalytiker; Schriftsteller";118834258;1882-02-28;Männlich;1.0;0.0;0.0;Ö
2506;Adler, Hans;"Deutschland;USA";"Germanist; Hochschullehrer";130571040;1944;Weiblich;0.0;1.0;0.0;D
2508;Bektaş, Habib;"Deutschland;Türkei";"Schriftsteller; Übersetzer";118024833;1951;Männlich;0.0;1.0;0.0;D
2509;Erhart, Walter;Deutschland;Germanist;129655058;1959;Männlich;0.0;1.0;0.0;D
2510;Whale, James;"USA;Großbritannien";"Filmregisseur; Regisseur";119507323;1889;Männlich;0.0;0.0;0.0;
2511;Bruyn, Günter de;Deutschland;"Schriftsteller; Lehrer; Bibliothekar";118516388;1926-11-01;Männlich;0.0;1.0;0.0;D
2512;Satrapi, Marjane;"Frankreich;Iran";"Comiczeichner; Comicautor; Illustrator; Regisseur; Drehbuchautor";129860468;1969-11-22;Weiblich;0.0;0.0;0.0;
2514;Bürger, Christa;Deutschland;"Literaturwissenschaftler; Hochschullehrer";124872956;1935;Weiblich;0.0;1.0;0.0;D
2515;Traxler, Mathias;"Deutschland;Europa";Lyriker;1014454778;1973;Männlich;0.0;1.0;1.0;D,S
2516;Delisle, Guy;Kanada;"Comiczeichner; Comicautor";132009536;1966;Männlich;0.0;0.0;0.0;
2517;Löschner, Claudia;Deutschland;"Germanist; Romanist; Biograf; Redner";103555478X;1978;Weiblich;0.0;1.0;0.0;D
2519;Rohde, Carsten;Deutschland;"Germanist; Wissenschaftlicher Mitarbeiter";131628321;1971;Männlich;0.0;1.0;0.0;D
2520;Platner, Ernst;Deutschland;"Arzt; Anthropologe; Hochschullehrer; Philosoph; Physiologe; Arzt";118594885;1744-06-11;Männlich;0.0;1.0;0.0;D
2521;Gabriel, Gottfried;Deutschland;"Philosoph; Hochschullehrer";118537016;1943-10-04;Männlich;0.0;1.0;0.0;D
2522;Haring, Roswitha;Deutschland;"Schriftsteller; Kulturwissenschaftler";124445055;1960;Weiblich;0.0;1.0;0.0;D
2523;Zurita, Raúl;Chile;"Schriftsteller; Lyriker";130170046;1951-10-01;Männlich;0.0;0.0;0.0;
2524;Hölkeskamp, Karl-Joachim;Deutschland;"Althistoriker; Hochschullehrer";122556496;1953;Männlich;0.0;1.0;0.0;D
2526;Sembène, Ousmane;Senegal;"Schriftsteller; Regisseur";118590928;1923-01-08;Männlich;0.0;0.0;0.0;
2527;Stroud, Jonathan;Großbritannien;"Schriftsteller; Herausgeber; Lektor <Verlag>";128739142;1970-10-27;Männlich;0.0;0.0;0.0;
2528;Mauss, Marcel;Frankreich;"Soziologe; Ethnologe; Religionswissenschaftler";119085445;1872;Männlich;0.0;0.0;0.0;
2529;Didi-Huberman, Georges;Frankreich;"Kunsthistoriker; Philosoph";122040562;1953;Männlich;0.0;0.0;0.0;
2530;Hochhuth, Rolf;"Deutschland;Europa";"Schriftsteller; Dramatiker; Lektor <Verlag>; Herausgeber; Dramatiker";118551736;1931-04-01;Männlich;0.0;1.0;1.0;D,S
2531;Heidegger, Martin;Deutschland;"Philosoph; Hochschullehrer; Wissenschaftler";118547798;1889-09-26;Männlich;0.0;1.0;0.0;D
2532;Macheiner, Judith;Deutschland;Autor;1090343442;1939;Weiblich;0.0;1.0;0.0;D
2533;Bernauer, Markus;Deutschland;Philologe;112754147;1958;Männlich;0.0;1.0;0.0;D
2534;Pollesch, René;Deutschland;"Theaterregisseur; Dramatiker; Schriftsteller";124472249;1962-10-29;Männlich;0.0;1.0;0.0;D
2535;Korff, Gottfried;Deutschland;"Ethnologe; Kulturwissenschaftler";124447805;1942-05-09;Männlich;0.0;1.0;0.0;D
2536;Bihrer, Andreas;Deutschland;"Mediävist; Historiker; Hochschullehrer";122401867;1970;Männlich;0.0;1.0;0.0;D
2537;Löffler, Sigrid;Tschechische Republik;"Literaturkritiker; Redakteur; Publizist";115595007;1942-06-26;Weiblich;0.0;0.0;0.0;
2538;Herrmann, Leonhard;Deutschland;Literaturwissenschaftler;1117938026;1976;Männlich;0.0;1.0;0.0;D
2539;Claudius, Eduard;"Europa;Deutschland";"Schriftsteller; Drehbuchautor; Diplomat";11852108X;1911-07-29;Männlich;0.0;1.0;1.0;D,S
2540;Scherer, Stefan;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer";133431576;1961;Männlich;0.0;1.0;0.0;D
2541;Jay, Martin;USA;"Historiker; Soziologe; Philosoph";123726646;1944;Männlich;0.0;0.0;0.0;
2542;Perrig, Severin;Europa;Literaturwissenschaftler;120318032;1961;Männlich;0.0;0.0;1.0;S
2543;Hebbel, Friedrich;"Deutschland;Österreich";"Schriftsteller; Dramatiker; Lyriker; Librettist; Dramatiker";118547445;1813-03-25;Männlich;1.0;1.0;0.0;D,Ö
2544;Adler, H. G.;"Tschechische Republik;Großbritannien;Österreich";"Schriftsteller; Historiker; Philosoph; Soziologe";118500708;1910-07-02;Männlich;1.0;0.0;0.0;Ö
2545;Köppen, Edlef;Deutschland;"Schriftsteller; Journalist";119520621;1893-03-01;Männlich;0.0;1.0;0.0;D
2546;Soeffner, Hans-Georg;Deutschland;"Soziologe; Hochschullehrer";122607864;1939;Männlich;0.0;1.0;0.0;D
2547;Lachmann, Karl;Deutschland;"Germanist; Klassischer Philologe; Hochschullehrer; Gymnasiallehrer";118568558;1793-03-04;Männlich;0.0;1.0;0.0;D
2548;Sprondel, Walter M.;Deutschland;"Soziologe; Hochschullehrer";108779572;1938-03-28;Männlich;0.0;1.0;0.0;D
2549;Krommer, Axel;Deutschland;"Germanist; Pädagoge";1055308458;1969;Männlich;0.0;1.0;0.0;D
2550;Manolescu, Georges;Rumänien;"Schriftsteller; Hochstapler";118730703;1871-05-19;Männlich;0.0;0.0;0.0;
2551;Peter, Johann;"Tschechische Republik;Österreich";"Schriftsteller; Heimatschriftsteller; Lehrer";129096164;1858-02-23;Männlich;1.0;0.0;0.0;Ö
2552;Wellbery, David E.;USA;"Germanist; Hochschullehrer";120826577;1947;Männlich;0.0;0.0;0.0;
2553;Kronauer, Brigitte;Deutschland;"Schriftsteller; Lehrer";119000016;1940-12-29;Weiblich;0.0;1.0;0.0;D
2554;Irwin, Robert;Großbritannien;"Historiker; Schriftsteller; Redakteur";132238136;1946-08-23;Männlich;0.0;0.0;0.0;
2555;Herzmanovsky-Orlando, Fritz von;"Deutschland;Österreich";"Schriftsteller; Künstler; Schriftsteller";11870396X;1877-04-30;Männlich;1.0;1.0;0.0;D,Ö
2556;Geißler, Heike;Deutschland;Schriftsteller;123707471;1977-04-05;Weiblich;0.0;1.0;0.0;D
2558;Gottsched, Luise Adelgunde Victorie;"Deutschland;Polen";"Schriftsteller; Dramatiker; Übersetzer; Schriftsteller";118696734;1713-04-11;Weiblich;0.0;1.0;0.0;D
2559;Wißkirchen, Hans;Deutschland;"Literaturwissenschaftler; Museumsdirektor; Hochschullehrer; Germanist";115849564;1955;Männlich;0.0;1.0;0.0;D
2560;Ranga, Dana;"Rumänien;Deutschland";"Schriftsteller; Drehbuchautor; Filmregisseur; Filmproduzent; Filmeditor";1015386512;1964;Weiblich;0.0;1.0;0.0;D
2561;Schlaffer, Hannelore;Deutschland;"Literaturwissenschaftler; Germanist; Essayist; Publizist";11728047X;1939;Weiblich;0.0;1.0;0.0;D
2562;Nell, Werner;Deutschland;"Kulturwissenschaftler; Literaturwissenschaftler; Hochschullehrer";111232872;1951;Männlich;0.0;1.0;0.0;D
2563;Littell, Jonathan;"Frankreich;USA";"Schriftsteller; Übersetzer; Regisseur";132309327;1967;Männlich;0.0;0.0;0.0;
2564;Krull, Wilhelm;Deutschland;"Philologe; Germanist";139906428;1952-02-19;Männlich;0.0;1.0;0.0;D
2565;Trunz, Erich;Deutschland;"Literarhistoriker; Lektor <Verlag>";118624237;1905-06-13;Männlich;0.0;1.0;0.0;D
2566;Loidl, Sonja;Österreich;"Germanist; Rezensent";1182943578;1983;Weiblich;1.0;0.0;0.0;Ö
2567;Jakobson, Roman;"Russland;USA";"Linguist; Philologe; Slawist; Hochschullehrer";118711598;1896-10-23;Männlich;0.0;0.0;0.0;
2568;Capote, Truman;USA;"Schriftsteller; Schauspieler; Dramatiker; Drehbuchautor";118518992;1924-09-30;Männlich;0.0;0.0;0.0;
2569;Fromholzer, Franz;Deutschland;"Germanist; Literaturwissenschaftler; Wissenschaftlicher Mitarbeiter";1019430028;1978;Männlich;0.0;1.0;0.0;D
2570;Berman, Marshall;USA;"Politologe; Philosoph; Hochschullehrer";130481181;1940;Männlich;0.0;0.0;0.0;
2571;Petrowskaja, Katja;"Ukraine;Deutschland";"Schriftsteller; Journalist; Philologe";1022446959;1970-02-03;Weiblich;0.0;1.0;0.0;D
2572;Utler, Anja;"Österreich;Deutschland";"Schriftsteller; Slawist; Lyriker";122777409;1973-07-24;Weiblich;1.0;1.0;0.0;D,Ö
2573;Lipski, Jan Józef;Polen;"Literaturkritiker; Literarhistoriker; Politiker";119515148;1926-05-25;Männlich;0.0;0.0;0.0;
2574;Billinger, Richard;"Deutschland;Österreich";"Schriftsteller; Drehbuchautor; Lyriker; Dramatiker; Dramatiker";118746057;1890-07-20;Männlich;1.0;1.0;0.0;D,Ö
2576;Regener, Sven;Deutschland;"Musiker; Schriftsteller; Komponist; Gitarrist; Sänger; Drehbuchautor";124928048;1961-01-01;Männlich;0.0;1.0;0.0;D
2577;Solger, Karl Wilhelm Ferdinand;Deutschland;"Philosoph; Klassischer Philologe; Hochschullehrer";118748785;1780-11-28;Männlich;0.0;1.0;0.0;D
2578;Gumbrecht, Hans Ulrich;"Deutschland;USA";"Literaturwissenschaftler; Literarhistoriker; Hochschullehrer";124621872;1948-06-15;Männlich;0.0;1.0;0.0;D
2579;Hardtwig, Wolfgang;Deutschland;"Historiker; Hochschullehrer";108103935;1944-11-10;Männlich;0.0;1.0;0.0;D
2580;Möbius, Thomas;Deutschland;"Sozialwissenschaftler; Literaturwissenschaftler";107476238X;1974;Männlich;0.0;1.0;0.0;D
2581;Gribnitz, Barbara;Deutschland;"Germanist; Historiker";1209501279;;Weiblich;0.0;1.0;0.0;D
2582;Nusser, Peter;Deutschland;"Literaturwissenschaftler; Germanist";122198808;1936;Männlich;0.0;1.0;0.0;D
2583;Chaucer, Geoffrey;Großbritannien;Schriftsteller;118520245;1343;Männlich;0.0;0.0;0.0;
2584;Patzel-Mattern, Katja;Deutschland;Historiker;123874114;1970;Weiblich;0.0;1.0;0.0;D
2585;Sperber, Manès;"Frankreich;Österreich;Ukraine;Deutschland";"Schriftsteller; Humanist; Psychologe; Essayist; Verleger; Schriftsteller";118616145;1905-12-12;Männlich;1.0;1.0;0.0;D,Ö
2586;Loster-Schneider, Gudrun;Deutschland;Germanist;111086388;1957;Weiblich;0.0;1.0;0.0;D
2587;Rölleke, Heinz;Deutschland;"Philologe; Germanist; Herausgeber; Übersetzer; Volkskundler";117744727;1936;Männlich;0.0;1.0;0.0;D
2588;Negt, Oskar;Deutschland;"Soziologe; Hochschullehrer";11858684X;1934-08-01;Männlich;0.0;1.0;0.0;D
2589;Erb, Elke;Deutschland;"Schriftsteller; Lyriker; Lektorin <Verlag>; Übersetzer";118928635;1938-02-18;Weiblich;0.0;1.0;0.0;D
2590;Mahal, Günther;"Tschechische Republik;Deutschland";"Literaturwissenschaftler; Schriftsteller; Sachbuchautor; Museumsdirektor";116679530;1944;Männlich;0.0;1.0;0.0;D
2591;Forster, E. M.;Großbritannien;"Schriftsteller; Historiker; Philologe; Librettist; Journalist";118534408;1879-01-01;Männlich;0.0;0.0;0.0;
2592;Behdad, Ali;USA;Literaturwissenschaftler;1019529024;1961;Männlich;0.0;0.0;0.0;
2593;Schwitter, Monique;"Deutschland;Europa";"Schauspieler; Schriftsteller; Sprecher; Regisseur";132034360;1972-03-02;Weiblich;0.0;1.0;1.0;D,S
2595;Kiening, Christian;"Deutschland;Frankreich;Europa;USA";"Philologe; Germanist; Literaturwissenschaftler";121747980;1962;Männlich;0.0;1.0;1.0;D,S
2596;Wu, Xiaoqiao;China;"Übersetzer; Philologe; Germanist";1036931862;1971;Männlich;0.0;0.0;0.0;
2597;Lavant, Christine;Österreich;"Schriftsteller; Lyriker; Sticker";118570285;1915-07-04;Weiblich;1.0;0.0;0.0;Ö
2598;Wolf, Uljana;Deutschland;"Schriftsteller; Übersetzer; Lyriker";13165182X;1979-04-06;Weiblich;0.0;1.0;0.0;D
2599;Weinrich, H.;Deutschland;Arzt;1044004797;1857-03-28;Unbekannt;0.0;1.0;0.0;D
2600;Mitchell, W.J.T.;USA;"Dozent; Herausgeber";1261914848;;Männlich;0.0;0.0;0.0;
2601;Čapek, Karel;Tschechische Republik;Schriftsteller;12339371X;1930;Männlich;0.0;0.0;0.0;
2602;Leibniz, Gottfried Wilhelm;Deutschland;"Philosoph; Polyhistor; Mathematiker; Jurist; Bibliothekar";118571249;1646-07-01;Männlich;0.0;1.0;0.0;D
2603;Welke, Tina;"Österreich;Deutschland";Hochschullehrer;1074484215;1968;Weiblich;1.0;1.0;0.0;D,Ö
2604;Deleuze, Gilles;Frankreich;Philosoph;118524534;1925;Männlich;0.0;0.0;0.0;
2605;Groddeck, Wolfram;"Europa;Deutschland";"Philologe; Literaturwissenschaftler";130268747;1949;Männlich;0.0;1.0;1.0;D,S
2606;Shteyngart, Gary;"Russland;USA";"Schriftsteller; Journalist";125000162;1972;Männlich;0.0;0.0;0.0;
2607;Liessmann, Konrad Paul;Österreich;"Philosoph; Hochschullehrer; Essayist; Kritiker";120054396;1953;Männlich;1.0;0.0;0.0;Ö
2608;Traven, B.;"USA;Deutschland;Mexiko";Schriftsteller;118623672;1882-02-28;Männlich;0.0;1.0;0.0;D
2609;Gadamer, Hans-Georg;Deutschland;"Philosoph; Hochschullehrer";118537032;1900-02-11;Männlich;0.0;1.0;0.0;D
