;Bevorzugter Name;Ländercode;Beruf oder Beschäftigung;GND-Nummer;Geburtsdatum;Geschlecht;Austrian;German;Swiss;Land
749;Sachs, Nelly;"Schweden;Deutschland";"Schriftsteller; Lyriker; Nobelpreisträger; Librettist; Schriftsteller";118604627;1891-12-10;Weiblich;0.0;1.0;0.0;D
750;Hüppauf, Bernd;Deutschland;"Philologe; Kulturwissenschaftler";12040642X;1942;Männlich;0.0;1.0;0.0;D
751;Hecht, Werner;Deutschland;"Schriftsteller; Regisseur; Drehbuchautor; Regisseur; Dramaturg";105788104;1926;Männlich;0.0;1.0;0.0;D
753;Grill, Andrea;Österreich;"Biolog; Sachbuchautor; Schriftsteller; Übersetzer";130392316;1975-01-16;Weiblich;1.0;0.0;0.0;Ö
754;Pratchett, Terry;Großbritannien;"Schriftsteller; Journalist; Schriftsteller; Schriftsteller";119252880;1948-04-28;Männlich;0.0;0.0;0.0;
755;Präauer, Teresa;Österreich;"Künstler; Schriftsteller";130375047;1979;Weiblich;1.0;0.0;0.0;Ö
756;Dohm, Hedwig;Deutschland;"Schriftsteller; Feminist; Schriftsteller";11852643X;1833-09-20;Weiblich;0.0;1.0;0.0;D
757;Nicolai, Friedrich;Deutschland;"Schriftsteller; Komponist; Kritiker; Verleger; Musikverleger; Selbstverleger; Buchhändler; Schriftsteller; Verleger";118587668;1733-03-18;Männlich;0.0;1.0;0.0;D
758;Biele Mefebue, Astrid;"Kamerun;Deutschland";Sozialwissenschaftler;1043177671;1976;Weiblich;0.0;1.0;0.0;D
760;Pratt, Hugo;"Frankreich;Argentinien;Italien;Europa";"Comicautor; Comiczeichner";118960393;1927-06-15;Männlich;0.0;0.0;1.0;S
761;Eckhart, Lisa;"Deutschland;Österreich";"Kabarettist; Schriftsteller; Germanist";1136684557;1992-09-06;Weiblich;1.0;1.0;0.0;D,Ö
762;Fiebach, Joachim;Deutschland;Theaterwissenschaftler;116491000;1934;Männlich;0.0;1.0;0.0;D
763;Kolb, Annette;"Deutschland;USA;Frankreich;Europa";"Schriftsteller; Pazifist; Übersetzer; Essayist; Biograf";118713698;1870-02-03;Weiblich;0.0;1.0;1.0;D,S
764;Schmidt-Bergmann, Hansgeorg;Deutschland;"Literaturwissenschaftler; Kulturwissenschaftler; Museumsleiter";110274555;1956;Männlich;0.0;1.0;0.0;D
765;Vogeler, Georg;Deutschland;Historiker;1035297884;1969;Männlich;0.0;1.0;0.0;D
766;Weinberger, Jaromír;"USA;Tschechische Republik";"Komponist; Komponist";117262684;1896-01-08;Männlich;0.0;0.0;0.0;
767;Zier, O. P.;Österreich;Schriftsteller;11032367X;1954;Unbekannt;1.0;0.0;0.0;Ö
768;Köcher, Markus;Deutschland;"Mathematiker; Germanist; Gymnasiallehrer";1258179059;;Männlich;0.0;1.0;0.0;D
770;Kaléko, Mascha;"USA;Deutschland;Polen;Israel";"Schriftsteller; Librettist; Schriftsteller";118776592;1912-06-07;Weiblich;0.0;1.0;0.0;D
771;Emin, Tracey;Großbritannien;"Künstler; Maler; Zeichner; Performancekünstler; Videokünstler";12140367X;1963;Weiblich;0.0;0.0;0.0;
772;Fouqué, Caroline de La Motte-;Deutschland;Schriftsteller;118692321;1775-10-07;Weiblich;0.0;1.0;0.0;D
773;Wüstenberg, Ralf K.;Deutschland;"Theologe; Hochschullehrer";118141406;1965;Männlich;0.0;1.0;0.0;D
774;Sommer, Andreas Urs;Deutschland;"Philosoph; Hochschullehrer; Schriftsteller";122340604;1972;Männlich;0.0;1.0;0.0;D
775;Bühler, Benjamin;Deutschland;"Germanist; Kulturwissenschaftler";103653474X;1970;Männlich;0.0;1.0;0.0;D
776;Schneider, Karla;Deutschland;"Schriftsteller; Journalist; Buchhändler";118118641;1938-11-14;Weiblich;0.0;1.0;0.0;D
777;Angelus, Silesius;Deutschland;"Schriftsteller; Lyriker; Liederdichter; Librettist; Arzt";118503111;1624-12-25;Männlich;0.0;1.0;0.0;D
778;Collins, Walter P.;USA;"Literaturwissenschaftler; Anglist";1203138784;;Männlich;0.0;0.0;0.0;
779;Bataille, Georges;Frankreich;"Schriftsteller; Essayist";118507109;1897-09-10;Männlich;0.0;0.0;0.0;
780;Levi, Primo;Italien;"Schriftsteller; Chemiker; Schriftsteller";118572326;1919-07-31;Männlich;0.0;0.0;0.0;
781;Frey, Adolf;Europa;"Schriftsteller; Literarhistoriker; Hochschullehrer; Philologe; Literaturkritiker; Lyriker; Erzähler; Schriftsteller";116782544;1855-02-18;Männlich;0.0;0.0;1.0;S
782;Monet, Claude;Frankreich;Maler;11858345X;1840-11-14;Männlich;0.0;0.0;0.0;
783;Shelley, Percy Bysshe;"Großbritannien;Schweiz;Italien";"Schriftsteller; Librettist; Schriftsteller";118613774;1792-08-04;Männlich;0.0;0.0;0.0;
784;Brussig, Thomas;Deutschland;"Schriftsteller; Dramatiker; Drehbuchautor";119491028;1964-12-19;Männlich;0.0;1.0;0.0;D
785;Seel, Daniela;Deutschland;"Verleger; Schriftsteller; Lyriker; Übersetzer; Herausgeber";1013609662;1974;Weiblich;0.0;1.0;0.0;D
786;Barth, John;USA;Schriftsteller;11850679X;1930-05-27;Männlich;0.0;0.0;0.0;
787;Guyard, Marius-François;Frankreich;Literaturwissenschaftler;1047955954;1921;Männlich;0.0;0.0;0.0;
788;Hofmann, Gert;Deutschland;"Schriftsteller; Literaturwissenschaftler; Schriftsteller";118828681;1932-01-29;Männlich;0.0;1.0;0.0;D
789;Lewald, Fanny;Deutschland;"Schriftsteller; Publizist; Feminist; Schriftsteller";118572393;1811-03-24;Weiblich;0.0;1.0;0.0;D
790;Zimmermann, Jörg;Deutschland;"Dramaturg; Theaterwissenschaftler";134278283;1962;Männlich;0.0;1.0;0.0;D
791;Tieck, Ludwig;Deutschland;"Schriftsteller; Lyriker; Dramaturg; Philologe; Lyriker; Dramatiker; Dramaturg; Übersetzer; Herausgeber; Librettist; Hofrat";12989432X;1773-05-31;Männlich;0.0;1.0;0.0;D
792;Wette, Adelheid;Deutschland;"Schriftsteller; Librettist; Dramatiker";119514125;1858-09-04;Weiblich;0.0;1.0;0.0;D
793;Müntzer, Thomas;Deutschland;"Theologe; Reformator; Pfarrer; Drucker";118585533;1489;Männlich;0.0;1.0;0.0;D
794;Kaminski, Nicola;Deutschland;Philologe;123025257;1967;Weiblich;0.0;1.0;0.0;D
795;Parys, Magdalena;"Deutschland;Polen";"Journalist; Schriftsteller; Übersetzer";1060397730;1971;Weiblich;0.0;1.0;0.0;D
796;Syberberg, Hans Jürgen;Deutschland;"Regisseur; Filmregisseur; Drehbuchautor; Filmproduzent; Filmregisseur";118620231;1935-12-08;Männlich;0.0;1.0;0.0;D
797;Weidenfeld, Nathalie;Deutschland;"Kulturwissenschaftler; Autor; Lektorin <Verlag>";122713214;1970;Weiblich;0.0;1.0;0.0;D
798;Grotzfeld, Sophia;Deutschland;Orientalist;1239605382;1934;Weiblich;0.0;1.0;0.0;D
800;Siebenpfeiffer, Hania;Deutschland;Germanist;122552717;1970;Weiblich;0.0;1.0;0.0;D
801;Klein, Jürgen;Deutschland;"Anglist; Literaturwissenschaftler; Hochschullehrer";10616287X;1945;Männlich;0.0;1.0;0.0;D
802;Kurz, Gerhard;Deutschland;"Literaturwissenschaftler; Germanist";131433261;1943-03-16;Männlich;0.0;1.0;0.0;D
803;Dreyer, Max;Deutschland;"Schriftsteller; Realschullehrer; Mundartschriftsteller; Dramatiker";116220759;1862-09-25;Männlich;0.0;1.0;0.0;D
804;Bosch, Hieronymus;Niederlande;"Maler; Radierer; Zeichner";11851380X;1450;Männlich;0.0;0.0;0.0;
805;Frey, Alexander M.;"Österreich;Europa;Deutschland";"Schriftsteller; Journalist";118693212;1881-03-29;Männlich;1.0;1.0;1.0;D,Ö,S
806;Froben, Johann;Deutschland;"Jurist; Hofrat";1019010746;1582;Männlich;0.0;1.0;0.0;D
807;Rumpl, Manfred;Österreich;Schriftsteller;123175003;1960;Männlich;1.0;0.0;0.0;Ö
808;Gryphius, Andreas;Deutschland;"Schriftsteller; Librettist; Jurist; Lyriker";118543032;1616-10-11;Männlich;0.0;1.0;0.0;D
809;Rosenfeld, Hellmut;Deutschland;"Bibliothekar; Germanist; Volkskundler; Hochschullehrer; Literarhistoriker";118602713;1907-08-24;Männlich;0.0;1.0;0.0;D
810;Martens, Wolfgang;Deutschland;"Philologe; Germanist; Literarhistoriker";118847023;1924-12-01;Männlich;0.0;1.0;0.0;D
811;Rist, Johann;Deutschland;"Schriftsteller; Pfarrer; Evangelischer Theologe; Kirchenlieddichter; Komponist; Schriftsteller";118745425;1607-03-08;Männlich;0.0;1.0;0.0;D
812;Pius XII., Papst;"Italien;Vatikanstadt";"Papst; Kardinal; Geistlicher";118594753;1876-03-02;Männlich;0.0;0.0;0.0;
813;Helmreich, Christian;Deutschland;Germanist;173498361;1968;Männlich;0.0;1.0;0.0;D
814;Langenohl, Andreas;Deutschland;Soziologe;118141503;1970;Männlich;0.0;1.0;0.0;D
815;Czapla, Ralf Georg;Deutschland;"Germanist; Literaturwissenschaftler";134305108;1964;Männlich;0.0;1.0;0.0;D
816;Heiber, Helmut;Deutschland;Historiker;123629802;1924;Männlich;0.0;1.0;0.0;D
817;Weber, Anne;"Frankreich;Deutschland";"Übersetzer; Autor; Librettist; Übersetzer";124021913;1964-11-13;Weiblich;0.0;1.0;0.0;D
818;Şenocak, Zafer;"Deutschland;Türkei";"Schriftsteller; Lyriker";120810964;1961;Männlich;0.0;1.0;0.0;D
819;Luserke-Jaqui, Matthias;Deutschland;"Germanist; Hochschullehrer; Musiker; Herausgeber";120805758;1959;Männlich;0.0;1.0;0.0;D
820;Kluge, Alexander;Deutschland;"Schriftsteller; Jurist; Regisseur; Drehbuchautor; Filmproduzent; Hochschullehrer; Schauspieler; Filmregisseur";118563491;1932-02-14;Männlich;0.0;1.0;0.0;D
821;Okopenko, Andreas;"Österreich;Slowakei";"Schriftsteller; Lyriker";118589733;1930-03-15;Männlich;1.0;0.0;0.0;Ö
822;Wolf, Norbert Christian;"Deutschland;Österreich";"Literaturwissenschaftler; Hochschullehrer";102547564X;1970;Männlich;1.0;1.0;0.0;D,Ö
824;Scherner, Carl;Deutschland;"Philosoph; Psychologe";104330236;1825;Männlich;0.0;1.0;0.0;D
825;Grabovszki, Ernst;Österreich;"Literaturwissenschaftler; Germanist; Hochschullehrer; Verleger";130623059;1970;Männlich;1.0;0.0;0.0;Ö
826;Laher, Ludwig;Österreich;"Schriftsteller; Übersetzer; Gymnasiallehrer";121967565;1955;Männlich;1.0;0.0;0.0;Ö
827;Dick, Uwe;Deutschland;"Journalist; Schriftsteller; Redakteur";118525212;1942-12-01;Männlich;0.0;1.0;0.0;D
828;Greiner, Bernhard;Deutschland;"Philologe; Literaturwissenschaftler";122725301;1943;Männlich;0.0;1.0;0.0;D
829;Schanze, Helmut;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer; Herausgeber";117104698;1939;Männlich;0.0;1.0;0.0;D
831;Pelz, Monika;"Italien;Deutschland";"Italianist; Übersetzer; Reisebuchautor";120138425;1962;Weiblich;0.0;1.0;0.0;D
832;Canetti, Veza;"Großbritannien;Europa;Österreich";"Schriftsteller; Übersetzer";119074087;1897-11-21;Weiblich;1.0;0.0;1.0;Ö,S
833;Trotha, Hans von;Deutschland;"Fotograf; Germanist; Historiker";132128527;1965;Männlich;0.0;1.0;0.0;D
834;Arjouni, Jakob;Deutschland;"Schriftsteller; Schriftsteller";118184555;1964-10-08;Männlich;0.0;1.0;0.0;D
836;Goltschnigg, Dietmar;Österreich;"Germanist; Literaturwissenschaftler; Hochschullehrer";129174092;1944;Männlich;1.0;0.0;0.0;Ö
837;Unseld, Siegfried;Deutschland;"Verleger; Schriftsteller";118763784;1924-09-28;Männlich;0.0;1.0;0.0;D
838;Wiener, Oswald;"Deutschland;Kanada;Österreich";"Schriftsteller; Gastwirt";118807234;1935-10-05;Männlich;1.0;1.0;0.0;D,Ö
839;Oswald, von Wolkenstein;"Italien;Deutschland";"Komponist; Minnesänger; Diplomat";118590618;1376;Männlich;0.0;1.0;0.0;D
840;Bradbury, Ray;USA;Schriftsteller;118659723;1920-08-22;Männlich;0.0;0.0;0.0;
841;Klee, Ernst;Deutschland;"Journalist; Publizist; Historiker; Filmproduzent; Schriftsteller";115682759;1942-03-15;Männlich;0.0;1.0;0.0;D
842;Kössinger, Norbert;Deutschland;"Philologe; Germanist";136955568;1975;Männlich;0.0;1.0;0.0;D
843;Düsterhöft, Stephanie;Deutschland;Bibliothekar;1209241102;;Weiblich;0.0;1.0;0.0;D
845;Zahn, Ernst;"Deutschland;Europa";Schriftsteller;118996282;1867-01-24;Männlich;0.0;1.0;1.0;D,S
846;Mix, York-Gothart;Deutschland;"Germanist; Literaturwissenschaftler";12203659X;1951;Männlich;0.0;1.0;0.0;D
847;Šerstjanoj, Valerij;"Russland;Deutschland;Kasachstan";"Musiker; Schriftsteller; Grafiker; Dolmetscher; Übersetzer";119442981;1950;Männlich;0.0;1.0;0.0;D
848;Porombka, Stephan;Deutschland;"Literaturwissenschaftler; Hochschullehrer";121695670;1967;Männlich;0.0;1.0;0.0;D
849;Großegger, Beate;Österreich;Hochschullehrer;133733750;1966;Weiblich;1.0;0.0;0.0;Ö
850;Braungardt, Ganna-Maria;Deutschland;Übersetzer;132810689;1956;Weiblich;0.0;1.0;0.0;D
851;Scho, Julia Tamara;Deutschland;"Literaturwissenschaftler; Germanistik";1218092238;;Unbekannt;0.0;1.0;0.0;D
852;Goncourt, Jules de;Frankreich;"Schriftsteller; Historiker; Kunstsammler; Schriftsteller; Künstler; Schriftsteller";118540696;1830-12-17;Männlich;0.0;0.0;0.0;
853;Ellison, Ralph;USA;Schriftsteller;11853002X;1913-03-01;Männlich;0.0;0.0;0.0;
854;Ebner-Eschenbach, Marie von;"Tschechische Republik;Deutschland;Österreich";"Schriftsteller; Dramatiker; Freifrau";118528661;1830-09-13;Weiblich;1.0;1.0;0.0;D,Ö
855;Stolz, Michael;"Deutschland;Europa";"Germanist; Mediävist; Hochschullehrer";129480061;1960-12-12;Männlich;0.0;1.0;1.0;D,S
856;Schreibman, Susan;Irland;Hochschullehrer;1113679360;;Weiblich;0.0;0.0;0.0;
857;Eatherly, Claude;USA;"Soldat; Flugzeugführer";118528475;1918;Unbekannt;0.0;0.0;0.0;
858;Sackville-West, Vita;Großbritannien;"Schriftsteller; Gartenarchitekt";118604686;1892-03-09;Weiblich;0.0;0.0;0.0;
859;Sophocles;Griechenland (Altertum);"Dramatiker; Schriftsteller";118615688;;Männlich;0.0;0.0;0.0;
860;Hitler, Adolf;"Österreich;Deutschland";"Politiker; Autor; Maler";118551655;1889-04-20;Männlich;1.0;1.0;0.0;D,Ö
861;Ricœur, Paul;Frankreich;Philosoph;118600613;1913-02-27;Männlich;0.0;0.0;0.0;
862;Sulzer, Alain Claude;"Frankreich;Europa";"Schriftsteller; Bibliothekar; Journalist";120618214;1953-02-17;Männlich;0.0;0.0;1.0;S
863;Bruni, Werner;Europa;Autor;143133888;1936;Männlich;0.0;0.0;1.0;S
864;Tausch, Harald;Deutschland;"Germanist; Dozent";131545132;1965;Männlich;0.0;1.0;0.0;D
865;Konersmann, Ralf;Deutschland;"Philosoph; Hochschullehrer";121287319;1955;Männlich;0.0;1.0;0.0;D
866;Murnane, Barry;"Deutschland;Irland";Literaturwissenschaftler;131615106;1978;Männlich;0.0;1.0;0.0;D
867;Beyer, Frank;Deutschland;"Regisseur; Filmregisseur; Drehbuchautor; Regisseur; Drehbuchautor; Regisseur; Drehbuchautor; Regisseur; Filmregisseur";119217899;1932-05-26;Männlich;0.0;1.0;0.0;D
868;Birkner, Nina;Deutschland;"Germanist; Theaterwissenschaftler";1054354243;1976;Weiblich;0.0;1.0;0.0;D
869;Sternheim, Carl;"Belgien;Deutschland";"Schriftsteller; Theaterkritiker; Dramatiker; Erzähler; Lyriker";118617958;1878-04-01;Männlich;0.0;1.0;0.0;D
870;Rabus, Silke;Deutschland;"Journalist; Biograf; Lektorin <Verlag>; Germanist; Kunsthistoriker";1155327624;1970;Weiblich;0.0;1.0;0.0;D
871;Schlobach, Jochen;Deutschland;"Philologe; Romanist";128399961;1938;Männlich;0.0;1.0;0.0;D
872;Timm, Uwe;Deutschland;"Schriftsteller; Lyriker; Drehbuchautor";118839276;1940-03-30;Männlich;0.0;1.0;0.0;D
873;Kreutzer, Hans Joachim;Deutschland;"Literaturwissenschaftler; Philologe";124557147;1935-02-21;Männlich;0.0;1.0;0.0;D
874;Marszałek, Magdalena;"Deutschland;Polen";"Slawist; Literaturwissenschaftler; Historiker";1013547837;;Weiblich;0.0;1.0;0.0;D
875;Nöstlinger, Christine;Österreich;"Schriftsteller; Grafiker; Drehbuchautor; Kinderbuchautor";118811738;1936-10-13;Weiblich;1.0;0.0;0.0;Ö
876;Kampkaspar, Dario;"Österreich;Deutschland";"Physiker; Historiker; Anglist";1283867745;;Männlich;1.0;1.0;0.0;D,Ö
877;Döring, Jörg;Deutschland;"Germanist; Philologe";134253337;1966;Männlich;0.0;1.0;0.0;D
878;Haider, Lydia;Österreich;"Schriftsteller; Schriftsteller; Schriftsteller";1077373678;1985;Weiblich;1.0;0.0;0.0;Ö
880;Lenz, Dieter;Deutschland;"Schriftsteller; Lyriker; Verleger";1049654188;1941;Männlich;0.0;1.0;0.0;D
881;Holzinger, Michael;Deutschland;Schriftsteller;1103073494;1920-09-20;Männlich;0.0;1.0;0.0;D
882;Pfister, M.;Deutschland;"Maler; Bildhauer";1045799300;;Männlich;0.0;1.0;0.0;D
883;Bergson, Henri;Frankreich;"Philosoph; Hochschullehrer; Nobelpreisträger";118509578;1859-10-18;Männlich;0.0;0.0;0.0;
884;Sholem Aleykhem;"Deutschland;USA;Juden";"Schriftsteller; Humorist; Schriftsteller";118795392;1859-03-02;Männlich;0.0;1.0;0.0;D
885;Miłosz, Czesław;Polen;"Schriftsteller; Übersetzer; Nobelpreisträger";118733974;1911-06-30;Männlich;0.0;0.0;0.0;
886;Scheffel, Michael;Deutschland;"Philologe; Literaturwissenschaftler; Hochschullehrer";13711074X;1958;Männlich;0.0;1.0;0.0;D
887;Böschenstein-Schäfer, Renate;Deutschland;"Linguist; Literaturwissenschaftler";118011561;1933-10-22;Weiblich;0.0;1.0;0.0;D
888;Walach, Thomas;Österreich;Historiker;14316158X;1983;Männlich;1.0;0.0;0.0;Ö
889;Koerber, Edith;Deutschland;"Schauspieler; Theaterintendant";1046663097;;Weiblich;0.0;1.0;0.0;D
890;Gruber, Sabine;Deutschland;"Germanist; Redakteur; Wissenschaftliche Mitarbeiter; Reisebuchautor";123605873;1967;Weiblich;0.0;1.0;0.0;D
891;Müller, Jan-Dirk;Deutschland;"Philologe; Literaturwissenschaftler; Germanist; Hochschullehrer";135984629;1941;Männlich;0.0;1.0;0.0;D
892;Stiegler, Bernd;Deutschland;"Literaturwissenschaftler; Linguist; Philologe; Hochschullehrer; Lektor <Verlag>; Fotograf";131495879;1964;Männlich;0.0;1.0;0.0;D
893;Wisser, Daniel;Österreich;"Schriftsteller; Musiker; Verleger";124826164;1971-05-21;Männlich;1.0;0.0;0.0;Ö
894;Kirnbauer, Martin;Europa;"Musikwissenschaftler; Museumsleiter; Hochschullehrer";17415769X;1963;Männlich;0.0;0.0;1.0;S
895;Stift, Linda;Österreich;"Schriftsteller; Lektorin <Verlag>";121570789;1969;Weiblich;1.0;0.0;0.0;Ö
896;Ueding, Gert;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer";11807461X;1942-11-22;Männlich;0.0;1.0;0.0;D
897;Koschorke, Albrecht;Deutschland;"Publizist; Germanist";121005801;1958-09-13;Männlich;0.0;1.0;0.0;D
898;Thürk, Harry;"Polen;Deutschland";"Schriftsteller; Drehbuchautor; Schauspieler; Reporter";119170671;1927-03-08;Männlich;0.0;1.0;0.0;D
899;Piringer, Jörg;Österreich;"Informatiker; Musiker; Künstler";1028639589;1974;Männlich;1.0;0.0;0.0;Ö
900;Luckmann, Thomas;"USA;Deutschland";"Soziologe; Hochschullehrer";11874738X;1927-10-14;Männlich;0.0;1.0;0.0;D
901;Sassen, Saskia;"Niederlande;Großbritannien;USA";"Soziolog; Wirtschaftswissenschaftler; Hochschullehrer";12292794X;1947;Weiblich;0.0;0.0;0.0;
902;Frank, Susi K.;Deutschland;"Literaturwissenschaftler; Slawist";121554058;1964;Weiblich;0.0;1.0;0.0;D
903;Eicher, Thomas;Deutschland;Literaturwissenschaftler;120665379;1963;Männlich;0.0;1.0;0.0;D
904;Weiland, Marc;Deutschland;Literaturwissenschaft;1153373076;1984;Männlich;0.0;1.0;0.0;D
905;Bougainville, Louis-Antoine de;Frankreich;"Forschungsreisender; Seefahrer";118662309;1729-11-12;Männlich;0.0;0.0;0.0;
906;Müller, Heiner;Deutschland;"Schriftsteller; Dramatiker; Theaterregisseur; Drehbuchautor; Regisseur; Librettist; Regisseur; Dramatiker; Theaterdirektor";118584944;1929-01-09;Männlich;0.0;1.0;0.0;D
907;Ambrozy, Aleksandra;Deutschland;Übersetzer;1170712010;;Weiblich;0.0;1.0;0.0;D
908;Strelka, Joseph P.;"Österreich;USA";"Philologe; Germanist";118830317;1927-05-03;Männlich;1.0;0.0;0.0;Ö
909;Link-Heer, Ursula;Deutschland;"Philologe; Hochschullehrer";143213512;1948;Weiblich;0.0;1.0;0.0;D
910;Hein, Jürgen;Deutschland;"Philologe; Germanist; Literaturwissenschaftler; Hochschullehrer";116658606;1942;Männlich;0.0;1.0;0.0;D
911;Bruckmüller, Ernst;Österreich;"Historiker; Germanist; Hochschullehrer";118159941;1945;Männlich;1.0;0.0;0.0;Ö
912;Ludwig, Hans-Werner;Deutschland;"Anglist; Hochschullehrer";131403346;1934-09-18;Männlich;0.0;1.0;0.0;D
914;Rushdie, Salman;"USA;Großbritannien";Schriftsteller;118873520;1947-06-19;Männlich;0.0;0.0;0.0;
915;Berning, Nora;Deutschland;"Medienwissenschaftler; Journalist";142874809;;Weiblich;0.0;1.0;0.0;D
916;Hippel, Theodor Gottlieb von;Deutschland;"Politiker; Publizist";116899875;1775-12-13;Männlich;0.0;1.0;0.0;D
918;Snow, C. P.;Großbritannien;Schriftsteller;118797824;1905;Männlich;0.0;0.0;0.0;
919;Ruchatz, Jens;Deutschland;Medienwissenschaftler;1030017905;1969;Männlich;0.0;1.0;0.0;D
920;Oyono, Ferdinand;Kamerun;Schriftsteller;118591045;1929;Männlich;0.0;0.0;0.0;
921;Meinecke, Thomas;Deutschland;"Schriftsteller; Musiker; Moderator";120020513;1955;Männlich;0.0;1.0;0.0;D
922;Rousseau, Jean-Jacques;"Schweiz;Frankreich;Großbritannien";"Philosoph; Schriftsteller; Dramatiker; Pädagoge; Botaniker; Musikwissenschaftler; Komponist; Philosoph; Schriftsteller";118603426;1712-06-28;Männlich;0.0;0.0;0.0;
923;Kocka, Jürgen;"Tschechische Republik;Deutschland";"Historiker; Hochschullehrer";119506998;1941;Männlich;0.0;1.0;0.0;D
924;Şölçün, Sargut;"Deutschland;Türkei";Literaturwissenschaftler;103427791;1947;Männlich;0.0;1.0;0.0;D
925;Bloch, Marc;Frankreich;"Historiker; Autor; Widerstandskämpfer";118659081;1886-07-06;Männlich;0.0;0.0;0.0;
926;Swift, Jonathan;"Großbritannien;Irland";Schriftsteller;118620193;1667-11-30;Männlich;0.0;0.0;0.0;
927;Pöge-Alder, Kathrin;Deutschland;Germanist;114027277;1965;Weiblich;0.0;1.0;0.0;D
929;Felder, Franz Michael;Österreich;"Schriftsteller; Bauer; Sozialreformer";118532367;1839-05-13;Männlich;1.0;0.0;0.0;Ö
931;Bogdal, Klaus-Michael;Deutschland;"Philologe; Germanist; Hochschullehrer; Studiendirektor";130033014;1948;Männlich;0.0;1.0;0.0;D
932;Feinberg, Leslie;USA;Schriftsteller;129631442;1949-09-01;Unbekannt;0.0;0.0;0.0;
933;Wiese, Benno von;Deutschland;"Germanist; Literarhistoriker; Hochschullehrer; Philologe";118632590;1903-09-25;Männlich;0.0;1.0;0.0;D
934;Žižek, Slavoj;Slowenien;"Philosoph; Psychoanalytiker; Kulturkritiker; Hochschullehrer; Drehbuchautor";104308281;1949;Männlich;0.0;0.0;0.0;
935;Rotzoll, Maike;Deutschland;Ärzt;141653353;1964;Weiblich;0.0;1.0;0.0;D
937;Vian, Boris;Frankreich;"Schriftsteller; Musiker; Schauspieler; Übersetzer; Sänger; Librettist; Komponist";118626787;1920-03-10;Männlich;0.0;0.0;0.0;
938;Immermann, Karl Leberecht;Deutschland;"Schriftsteller; Lyriker; Jurist; Dramatiker; Theaterintendant; Regisseur; Schriftsteller; Dramatiker; Theaterdirektor";118555553;1796-04-24;Männlich;0.0;1.0;0.0;D
940;Dorfer, Alfred;Österreich;"Kabarettist; Schriftsteller; Schauspieler";124627447;1961-10-11;Männlich;1.0;0.0;0.0;Ö
941;Tranacher, Juliane;Deutschland;"Redakteur; Germanist; Skandinavistik";1172476349;;Weiblich;0.0;1.0;0.0;D
942;Kohlschmidt, Werner;"Europa;Deutschland";"Philologe; Literarhistoriker";118713639;1904-04-24;Männlich;0.0;1.0;1.0;D,S
943;Schnitzler, Arthur;"Österreich;Deutschland";"Schriftsteller; Dramatiker; Arzt; Schriftsteller; Lyriker";118609807;1862-05-15;Männlich;1.0;1.0;0.0;D,Ö
